source_file,cable_id,section,terminal_context,record_text,related_cable,pair_low,pair_high
"ACR,MD2010,1-168 1.pdf",MD2010,OUT COUNT,ca MD2016 1 - 16 sys:type DM203,ca MD2016 1 - 16 sys:type DM203,MD2016,1,16
"ACR,MD2010,1-168 1.pdf",MD2010,OUT COUNT,ca MD2016 17 - 168 sys:type DM203,ca MD2016 17 - 168 sys:type DM203,MD2016,17,168
"ACR,MD2010,1-168 1.pdf",MD2010,IN COUNT,ca MD2010 1 - 168 sys:type DM203,ca MD2010 1 - 168 sys:type DM203,MD2010,1,168
"ACR,MD2010,1-168 1.pdf",MD2010,IN COUNT,ca MD2015 169 - 336 sys:type DM203,ca MD2015 169 - 336 sys:type DM203,MD2015,169,336
"ACR,MD2010,1-168 1.pdf",MD2010,OUT COUNT,ca MD2011 1 - 14 sys:type DM203,ca MD2011 1 - 14 sys:type DM203,MD2011,1,14
"ACR,MD2010,1-168 1.pdf",MD2010,OUT COUNT,ca MD2011 15 - 112 sys:type DM203,ca MD2011 15 - 112 sys:type DM203,MD2011,15,112
"ACR,MD2010,1-168 1.pdf",MD2010,OUT COUNT,ca MD2011 113 - 168 sys:type DM203,ca MD2011 113 - 168 sys:type DM203,MD2011,113,168
"ACR,MD2010,1-168 1.pdf",MD2010,IN COUNT,ca MD2010 1 - 168 sys:type DM203,ca MD2010 1 - 168 sys:type DM203,MD2010,1,168
"ACR,MD2010,1-168 1.pdf",MD2010,OUT COUNT,ca MD2012 1 - 8 sys:type DM203,ca MD2012 1 - 8 sys:type DM203,MD2012,1,8
"ACR,MD2010,1-168 1.pdf",MD2010,OUT COUNT,ca MD2012 9 - 24 sys:type DM203,ca MD2012 9 - 24 sys:type DM203,MD2012,9,24
"ACR,MD2010,1-168 1.pdf",MD2010,OUT COUNT,ca MD2012 25 - 32 sys:type DM203,ca MD2012 25 - 32 sys:type DM203,MD2012,25,32
"ACR,MD2010,1-168 1.pdf",MD2010,OUT COUNT,ca MD2012 33 - 168 sys:type DM203,ca MD2012 33 - 168 sys:type DM203,MD2012,33,168
"ACR,MD2010,1-168 1.pdf",MD2010,IN COUNT,ca MD2010 1 - 168 sys:type DM203,ca MD2010 1 - 168 sys:type DM203,MD2010,1,168
"ACR,MD2010,1-168 1.pdf",MD2010,IN COUNT,ca MD2017 1 - 168 sys:type DM203,ca MD2017 1 - 168 sys:type DM203,MD2017,1,168
"ACR,MD2010,1-168 1.pdf",MD2010,OUT COUNT,ca MD2013 1 - 8 sys:type DM201,ca MD2013 1 - 8 sys:type DM201,MD2013,1,8
"ACR,MD2010,1-168 1.pdf",MD2010,OUT COUNT,ca MD2013 9 - 112 sys:type DM201,ca MD2013 9 - 112 sys:type DM201,MD2013,9,112
"ACR,MD2010,1-168 1.pdf",MD2010,IN COUNT,ca MD2010 1 - 168 sys:type DM203,ca MD2010 1 - 168 sys:type DM203,MD2010,1,168
"ACR,MD2010,1-168 1.pdf",MD2010,IN COUNT,ca MD2015 169 - 336 sys:type DM203,ca MD2015 169 - 336 sys:type DM203,MD2015,169,336
"ACR,MD2010,1-168 1.pdf",MD2010,OUT COUNT,ca MD2016 1 - 16 sys:type DM203,ca MD2016 1 - 16 sys:type DM203,MD2016,1,16
"ACR,MD2010,1-168 1.pdf",MD2010,OUT COUNT,ca MD2016 17 - 168 sys:type DM203,ca MD2016 17 - 168 sys:type DM203,MD2016,17,168
"ACR,MD2010,1-168 1.pdf",MD2010,IN COUNT,ca MD2010 1 - 168 sys:type DM203,ca MD2010 1 - 168 sys:type DM203,MD2010,1,168
"ACR,MD2010,1-168 1.pdf",MD2010,IN COUNT,ca MD2015 169 - 336 sys:type DM203,ca MD2015 169 - 336 sys:type DM203,MD2015,169,336
"ACR,MD2010,1-168 1.pdf",MD2010,OUT COUNT,ca MD2011 1 - 14 sys:type DM203,ca MD2011 1 - 14 sys:type DM203,MD2011,1,14
"ACR,MD2010,1-168 1.pdf",MD2010,OUT COUNT,ca MD2011 15 - 112 sys:type DM203,ca MD2011 15 - 112 sys:type DM203,MD2011,15,112
"ACR,MD2010,1-168 1.pdf",MD2010,OUT COUNT,ca MD2011 113 - 168 sys:type DM203,ca MD2011 113 - 168 sys:type DM203,MD2011,113,168
"ACR,MD2010,1-168 1.pdf",MD2010,IN COUNT,ca MD2010 1 - 168 sys:type DM203,ca MD2010 1 - 168 sys:type DM203,MD2010,1,168
"ACR,MD2010,1-168 1.pdf",MD2010,OUT COUNT,ca MD2012 1 - 8 sys:type DM203,ca MD2012 1 - 8 sys:type DM203,MD2012,1,8
"ACR,MD2010,1-168 1.pdf",MD2010,OUT COUNT,ca MD2012 9 - 24 sys:type DM203,ca MD2012 9 - 24 sys:type DM203,MD2012,9,24
"ACR,MD2010,1-168 1.pdf",MD2010,OUT COUNT,ca MD2012 25 - 32 sys:type DM203,ca MD2012 25 - 32 sys:type DM203,MD2012,25,32
"ACR,MD2010,1-168 1.pdf",MD2010,OUT COUNT,ca MD2012 33 - 168 sys:type DM203,ca MD2012 33 - 168 sys:type DM203,MD2012,33,168
"ACR,MD2010,1-168 1.pdf",MD2010,IN COUNT,ca MD2010 1 - 168 sys:type DM203,ca MD2010 1 - 168 sys:type DM203,MD2010,1,168
"ACR,MD2010,1-168 1.pdf",MD2010,IN COUNT,ca MD2017 1 - 168 sys:type DM203,ca MD2017 1 - 168 sys:type DM203,MD2017,1,168
"ACR,MD2010,1-168 1.pdf",MD2010,OUT COUNT,ca MD2013 1 - 8 sys:type DM201,ca MD2013 1 - 8 sys:type DM201,MD2013,1,8
"ACR,MD2010,1-168 1.pdf",MD2010,OUT COUNT,ca MD2013 9 - 112 sys:type DM201,ca MD2013 9 - 112 sys:type DM201,MD2013,9,112
"ACR,MD2010,1-168 1.pdf",MD2010,IN COUNT,ca MD2010 1 - 168 sys:type DM203,ca MD2010 1 - 168 sys:type DM203,MD2010,1,168
"ACR,MD2010,1-168 1.pdf",MD2010,IN COUNT,ca MD2015 169 - 336 sys:type DM203,ca MD2015 169 - 336 sys:type DM203,MD2015,169,336
"ACR,MD2010,1-168 1.pdf",MD2010,OUT COUNT,ca MD2016 1 - 16 sys:type DM203,ca MD2016 1 - 16 sys:type DM203,MD2016,1,16
"ACR,MD2010,1-168 1.pdf",MD2010,OUT COUNT,ca MD2016 17 - 168 sys:type DM203,ca MD2016 17 - 168 sys:type DM203,MD2016,17,168
"ACR,MD2010,1-168 1.pdf",MD2010,IN COUNT,ca MD2010 1 - 168 sys:type DM203,ca MD2010 1 - 168 sys:type DM203,MD2010,1,168
"ACR,MD2010,1-168 1.pdf",MD2010,IN COUNT,ca MD2015 169 - 336 sys:type DM203,ca MD2015 169 - 336 sys:type DM203,MD2015,169,336
"ACR,MD2010,1-168 1.pdf",MD2010,OUT COUNT,ca MD2011 1 - 14 sys:type DM203,ca MD2011 1 - 14 sys:type DM203,MD2011,1,14
"ACR,MD2010,1-168 1.pdf",MD2010,OUT COUNT,ca MD2011 15 - 112 sys:type DM203,ca MD2011 15 - 112 sys:type DM203,MD2011,15,112
"ACR,MD2010,1-168 1.pdf",MD2010,OUT COUNT,ca MD2011 113 - 168 sys:type DM203,ca MD2011 113 - 168 sys:type DM203,MD2011,113,168
"ACR,MD2010,1-168 1.pdf",MD2010,IN COUNT,ca MD2010 1 - 168 sys:type DM203,ca MD2010 1 - 168 sys:type DM203,MD2010,1,168
"ACR,MD2010,1-168 1.pdf",MD2010,OUT COUNT,ca MD2012 1 - 8 sys:type DM203,ca MD2012 1 - 8 sys:type DM203,MD2012,1,8
"ACR,MD2010,1-168 1.pdf",MD2010,OUT COUNT,ca MD2012 9 - 24 sys:type DM203,ca MD2012 9 - 24 sys:type DM203,MD2012,9,24
"ACR,MD2010,1-168 1.pdf",MD2010,OUT COUNT,ca MD2012 25 - 32 sys:type DM203,ca MD2012 25 - 32 sys:type DM203,MD2012,25,32
"ACR,MD2010,1-168 1.pdf",MD2010,OUT COUNT,ca MD2012 33 - 168 sys:type DM203,ca MD2012 33 - 168 sys:type DM203,MD2012,33,168
"ACR,MD2010,1-168 1.pdf",MD2010,IN COUNT,ca MD2010 1 - 168 sys:type DM203,ca MD2010 1 - 168 sys:type DM203,MD2010,1,168
"ACR,MD2010,1-168 1.pdf",MD2010,IN COUNT,ca MD2017 1 - 168 sys:type DM203,ca MD2017 1 - 168 sys:type DM203,MD2017,1,168
"ACR,MD2010,1-168 1.pdf",MD2010,OUT COUNT,ca MD2013 1 - 8 sys:type DM201,ca MD2013 1 - 8 sys:type DM201,MD2013,1,8
"ACR,MD2010,1-168 1.pdf",MD2010,OUT COUNT,ca MD2013 9 - 112 sys:type DM201,ca MD2013 9 - 112 sys:type DM201,MD2013,9,112
"ACR,MD2010,1-168 1.pdf",MD2010,IN COUNT,ca MD2010 1 - 168 sys:type DM203,ca MD2010 1 - 168 sys:type DM203,MD2010,1,168
"ACR,MD2010,1-168 1.pdf",MD2010,IN COUNT,ca MD2015 169 - 336 sys:type DM203,ca MD2015 169 - 336 sys:type DM203,MD2015,169,336
"ACR,MD2010,1-168 1.pdf",MD2010,OUT COUNT,ca MD2016 1 - 16 sys:type DM203,ca MD2016 1 - 16 sys:type DM203,MD2016,1,16
"ACR,MD2010,1-168 1.pdf",MD2010,OUT COUNT,ca MD2016 17 - 168 sys:type DM203,ca MD2016 17 - 168 sys:type DM203,MD2016,17,168
